,User_id,Material_name,Module_id,Type,Status,Date
44,3391, Handout13 ,'42299'.,PDF,viewed,24/02/22
45,3391, Handout 14,'43550'.,PDF,viewed,24/02/22
62,3466, Handout 14,'43550'.,PDF,viewed,20/02/22
87,3648, Handout 7,'38179'.,PDF,viewed,19/02/22
94,3754, Handout 1,'33243'.,PDF,viewed,19/02/22
98,3754, Handout 1,'33243'.,PDF,viewed,19/02/22
120,3500, Handout 5 - Flowcharts,'37315'.,PDF,viewed,19/02/22
121,3500, Handout 5 - Flowcharts,'37315'.,PDF,viewed,19/02/22
136,3643, Handout 10 Modules,'39916'.,PDF,viewed,19/02/22
195,3741, Handout 1,'33243'.,PDF,viewed,18/02/22
252,3733, Handout 1,'33243'.,PDF,viewed,16/02/22
421,3582, Handout 7,'38179'.,PDF,viewed,14/02/22
422,3582, Handout 7,'38179'.,PDF,viewed,14/02/22
423,3582, Handout 7,'38179'.,PDF,viewed,14/02/22
430,3582, Handout 7,'38179'.,PDF,viewed,14/02/22
431,3582, Handout 7,'38179'.,PDF,viewed,14/02/22
432,3582, Handout 7,'38179'.,PDF,viewed,14/02/22
482,3724, Handout 7,'38179'.,PDF,viewed,14/02/22
487,3751, Handout 1,'33243'.,PDF,viewed,14/02/22
499,3522, Handout 1,'33243'.,PDF,viewed,13/02/22
500,3522, Handout 1,'33243'.,PDF,viewed,13/02/22
504,3897, Lecture 5,'37313',Video,completed,13/02/22
547,3755, Lab Materials ,'37338',Other,completed,12/02/22
548,3755, Lecture Materials ,'37336',Other,completed,12/02/22
626,3476, Handout4 PythonProgramming2,'35326',PDF,completed,12/02/22
627,3476, Handout4 PythonProgramming2,'35326'.,PDF,viewed,12/02/22
865,3757, Lab Materials ,'37338',Other,completed,9/02/22
866,3757, Lecture Materials ,'37336',Other,completed,9/02/22
972,3724, Handout 9,'39915'.,PDF,viewed,9/02/22
1019,3409, Handout 1,'33243'.,PDF,viewed,8/02/22
1048,30, Handout 1,'33243'.,PDF,viewed,8/02/22
1050,972, Handout 1,'33243'.,PDF,viewed,8/02/22
1052,3511, Handout 6,'38178'.,PDF,viewed,8/02/22
1053,3511, Handout 5 - Flowcharts,'37315'.,PDF,viewed,8/02/22
1083,3594, Handout 1,'33243'.,PDF,viewed,7/02/22
1084,3511, Handout 5 - Flowcharts,'37315'.,PDF,viewed,7/02/22
1104,3671, Lecture 14,'42279',Video,completed,7/02/22
1146,3511, Handout4 PythonProgramming2,'35326'.,PDF,viewed,7/02/22
1148,3511, Handout 3,'33245'.,PDF,viewed,7/02/22
1149,3511, Handout 2,'33244'.,PDF,viewed,7/02/22
1237,3428, Lecture 17,'44653',Video,completed,5/02/22
1238,3428, Handout 14,'43550',PDF,completed,5/02/22
1287,3759, Handout 1,'33243'.,PDF,viewed,2/02/22
1293,3745, Handout 1,'33243'.,PDF,viewed,2/02/22
1294,3745, Handout 2,'33244'.,PDF,viewed,2/02/22
1295,3745, Handout 1,'33243'.,PDF,viewed,2/02/22
1303,3554, Handout 14,'43550'.,PDF,viewed,2/02/22
1304,3438, Handout 1,'33243'.,PDF,viewed,2/02/22
1308,3608, Handout 9,'39915'.,PDF,viewed,2/02/22
1310,3802, Handout 14,'43550'.,PDF,viewed,2/02/22
1311,3596, Handout 11 ,'40817'.,PDF,viewed,2/02/22
1312,3596, Handout 10 Modules,'39916'.,PDF,viewed,2/02/22
1313,3596, Handout 10 Modules,'39916'.,PDF,viewed,2/02/22
1314,3596, Handout 9,'39915'.,PDF,viewed,2/02/22
1316,3596, Handout 8 - Functions,'39914'.,PDF,viewed,2/02/22
1317,3596, Handout 7,'38179'.,PDF,viewed,2/02/22
1318,3596, Handout 6,'38178'.,PDF,viewed,2/02/22
1319,3596, Handout 5 - Flowcharts,'37315'.,PDF,viewed,2/02/22
1321,3596, Handout4 PythonProgramming2,'35326'.,PDF,viewed,2/02/22
1323,3451, Handout 14,'43550'.,PDF,viewed,2/02/22
1324,3897, Handout 14,'43550'.,PDF,viewed,2/02/22
1325,3897, Handout13 ,'42299',PDF,completed,2/02/22
1326,3897, Handout13 ,'42299'.,PDF,viewed,2/02/22
1328,3795, Handout 14,'43550'.,PDF,viewed,2/02/22
1330,3745, Handout 11 ,'40817'.,PDF,viewed,2/02/22
1331,3808, Handout 2,'33244'.,PDF,viewed,2/02/22
1332,3808, Handout 2,'33244'.,PDF,viewed,2/02/22
1333,3745, Handout 10 Modules,'39916'.,PDF,viewed,2/02/22
1334,3745, Handout 7,'38179'.,PDF,viewed,2/02/22
1335,3909, Handout 7,'38179'.,PDF,viewed,2/02/22
1336,3493, Handout13 ,'42299',PDF,completed,2/02/22
1337,3493, Handout13 ,'42299',PDF,completed,2/02/22
1338,3493, Handout13 ,'42299'.,PDF,viewed,2/02/22
1339,3493, Handout 14,'43550'.,PDF,viewed,2/02/22
1345,3813, Handout 2,'33244'.,PDF,viewed,2/02/22
1350,3443, Handout 14,'43550'.,PDF,viewed,2/02/22
1364,3493, Handout 11 ,'40817'.,PDF,viewed,2/02/22
1365,3436, Handout 12,'41471'.,PDF,viewed,2/02/22
1367,3493, Handout 10 Modules,'39916'.,PDF,viewed,2/02/22
1368,3493, Handout 9,'39915'.,PDF,viewed,2/02/22
1369,3493, Handout 9,'39915'.,PDF,viewed,2/02/22
1370,3443, Handout 11 ,'40817'.,PDF,viewed,2/02/22
1371,3630, Handout 14,'43550'.,PDF,viewed,2/02/22
1372,3590, Handout 14,'43550'.,PDF,viewed,2/02/22
1373,3590, Handout13 ,'42299'.,PDF,viewed,2/02/22
1374,3443, Handout 3,'33245'.,PDF,viewed,2/02/22
1375,3443, Handout 2,'33244'.,PDF,viewed,2/02/22
1379,3443, Handout 1,'33243'.,PDF,viewed,2/02/22
1381,3714, Handout 14,'43550'.,PDF,viewed,2/02/22
1382,3500, Handout 1,'33243'.,PDF,viewed,2/02/22
1383,3500, Handout 1,'33243'.,PDF,viewed,2/02/22
1384,3500, Handout 2,'33244'.,PDF,viewed,2/02/22
1385,3500, Handout 14,'43550'.,PDF,viewed,2/02/22
1386,3500, Handout 14,'43550'.,PDF,viewed,2/02/22
1387,3500, Handout 14,'43550'.,PDF,viewed,2/02/22
1388,3500, Handout 14,'43550'.,PDF,viewed,2/02/22
1389,3500, Handout13 ,'42299'.,PDF,viewed,2/02/22
1391,3500, Handout 12,'41471'.,PDF,viewed,2/02/22
1392,3500, Handout 10 Modules,'39916'.,PDF,viewed,2/02/22
1393,3460, Handout 8 - Functions,'39914'.,PDF,viewed,2/02/22
1394,3460, Handout 8 - Functions,'39914'.,PDF,viewed,2/02/22
1395,3460, Lecture 8,'39913',Video,completed,2/02/22
1396,3643, Handout4 PythonProgramming2,'35326'.,PDF,viewed,2/02/22
1397,3643, Handout 3,'33245'.,PDF,viewed,2/02/22
1400,3451, Handout 14,'43550'.,PDF,viewed,2/02/22
1401,3460, Handout 8 - Functions,'39914'.,PDF,viewed,2/02/22
1402,3460, Handout 8 - Functions,'39914'.,PDF,viewed,2/02/22
1403,3806, Lecture 8,'39913',Video,completed,2/02/22
1404,3415, Handout 2,'33244'.,PDF,viewed,2/02/22
1410,3493, Handout 8 - Functions,'39914'.,PDF,viewed,2/02/22
1412,3728, Handout 14,'43550'.,PDF,viewed,2/02/22
1413,3728, Handout13 ,'42299',PDF,completed,2/02/22
1414,3728, Handout13 ,'42299',PDF,completed,2/02/22
1415,3728, Handout13 ,'42299'.,PDF,viewed,2/02/22
1417,3493, Handout4 PythonProgramming2,'35326'.,PDF,viewed,2/02/22
1423,3725, Handout 14,'43550'.,PDF,viewed,2/02/22
1424,3496, Handout 14,'43550'.,PDF,viewed,2/02/22
1425,3496, Handout 14,'43550'.,PDF,viewed,2/02/22
1426,3496, Handout 14,'43550'.,PDF,viewed,2/02/22
1428,3434, Handout 9,'39915'.,PDF,viewed,2/02/22
1429,3569, Handout 2,'33244'.,PDF,viewed,2/02/22
1430,3930, Handout 14,'43550'.,PDF,viewed,2/02/22
1431,3569, Handout 3,'33245'.,PDF,viewed,2/02/22
1432,3930, Handout13 ,'42299'.,PDF,viewed,2/02/22
1433,3930, Handout 12,'41471'.,PDF,viewed,2/02/22
1434,3930, Handout 11 ,'40817'.,PDF,viewed,2/02/22
1435,3930, Handout 10 Modules,'39916'.,PDF,viewed,2/02/22
1436,3930, Handout 9,'39915'.,PDF,viewed,2/02/22
1437,3930, Handout 8 - Functions,'39914'.,PDF,viewed,2/02/22
1438,3930, Handout 7,'38179'.,PDF,viewed,2/02/22
1439,3930, Handout 6,'38178'.,PDF,viewed,2/02/22
1440,3930, Handout 5 - Flowcharts,'37315'.,PDF,viewed,2/02/22
1441,3930, Handout4 PythonProgramming2,'35326'.,PDF,viewed,2/02/22
1442,3930, Handout 3,'33245'.,PDF,viewed,2/02/22
1443,3569, Handout 14,'43550'.,PDF,viewed,2/02/22
1444,3930, Handout 2,'33244'.,PDF,viewed,2/02/22
1445,3930, Handout 1,'33243'.,PDF,viewed,2/02/22
1446,3569, Handout4 PythonProgramming2,'35326'.,PDF,viewed,2/02/22
1447,3569, Handout 5 - Flowcharts,'37315'.,PDF,viewed,2/02/22
1448,3569, Handout 6,'38178'.,PDF,viewed,2/02/22
1449,3466, Handout 11 ,'40817'.,PDF,viewed,2/02/22
1450,3569, Handout 7,'38179'.,PDF,viewed,2/02/22
1451,3569, Handout 8 - Functions,'39914'.,PDF,viewed,2/02/22
1453,3569, Handout 9,'39915'.,PDF,viewed,2/02/22
1454,3417, Handout 14,'43550'.,PDF,viewed,2/02/22
1455,3569, Handout 10 Modules,'39916'.,PDF,viewed,2/02/22
1456,3569, Handout 11 ,'40817'.,PDF,viewed,2/02/22
1457,3750, Handout 14,'43550'.,PDF,viewed,2/02/22
1458,3750, Handout13 ,'42299'.,PDF,viewed,2/02/22
1459,3496, Handout 12,'41471'.,PDF,viewed,2/02/22
1460,3569, Handout 12,'41471'.,PDF,viewed,2/02/22
1461,3806, Lecture 7,'38519',Video,completed,2/02/22
1467,3569, Handout13 ,'42299'.,PDF,viewed,2/02/22
1468,3792, Handout13 ,'42299'.,PDF,viewed,2/02/22
1469,3473, Handout 1,'33243'.,PDF,viewed,1/02/22
1470,3792, Handout 14,'43550'.,PDF,viewed,1/02/22
1471,3792, Handout 2,'33244'.,PDF,viewed,1/02/22
1476,3819, Handout 8 - Functions,'39914'.,PDF,viewed,1/02/22
1480,3711, Handout 14,'43550'.,PDF,viewed,1/02/22
1481,3689, Handout13 ,'42299',PDF,completed,1/02/22
1482,3689, Handout13 ,'42299',PDF,completed,1/02/22
1483,3689, Handout13 ,'42299'.,PDF,viewed,1/02/22
1486,3751, Handout13 ,'42299',PDF,completed,1/02/22
1487,3751, Lecture 14,'42279',Video,completed,1/02/22
1488,3711, Handout13 ,'42299'.,PDF,viewed,1/02/22
1492,3664, Handout 12,'41471'.,PDF,viewed,1/02/22
1493,3711, Handout 12,'41471'.,PDF,viewed,1/02/22
1494,3735, Handout 10 Modules,'39916'.,PDF,viewed,1/02/22
1495,3735, Handout13 ,'42299'.,PDF,viewed,1/02/22
1496,3735, Handout 14,'43550'.,PDF,viewed,1/02/22
1498,3735, Handout 3,'33245'.,PDF,viewed,1/02/22
1499,3735, Handout 2,'33244'.,PDF,viewed,1/02/22
1500,3735, Handout 1,'33243'.,PDF,viewed,1/02/22
1502,3456, Handout 12,'41471'.,PDF,viewed,1/02/22
1503,3456, Handout 14,'43550'.,PDF,viewed,1/02/22
1504,3456, Handout13 ,'42299'.,PDF,viewed,1/02/22
1506,3711, Handout 12,'41471'.,PDF,viewed,1/02/22
1507,3578, Handout 12,'41471'.,PDF,viewed,1/02/22
1509,3417, Handout13 ,'42299'.,PDF,viewed,1/02/22
1510,3460, Handout 7,'38179'.,PDF,viewed,1/02/22
1511,3711, Handout 11 ,'40817'.,PDF,viewed,1/02/22
1512,3556, Handout 3,'33245'.,PDF,viewed,1/02/22
1513,3806, Lecture 6 ,'38177',Video,completed,1/02/22
1516,3792, Handout13 ,'42299'.,PDF,viewed,1/02/22
1517,3502, Handout13 ,'42299'.,PDF,viewed,1/02/22
1519,3409, Handout 14,'43550'.,PDF,viewed,1/02/22
1521,3515, Handout13 ,'42299'.,PDF,viewed,1/02/22
1522,3745, Handout 14,'43550'.,PDF,viewed,1/02/22
1523,3745, Handout13 ,'42299'.,PDF,viewed,1/02/22
1524,3806, Lecture 5,'37313',Video,completed,1/02/22
1527,3590, Handout 11 ,'40817'.,PDF,viewed,1/02/22
1528,3590, Handout 11 ,'40817'.,PDF,viewed,1/02/22
1529,3590, Handout 12,'41471'.,PDF,viewed,1/02/22
1530,3590, Handout 12,'41471'.,PDF,viewed,1/02/22
1531,3711, Handout 10 Modules,'39916'.,PDF,viewed,1/02/22
1532,3590, Handout13 ,'42299',PDF,completed,1/02/22
1533,3590, Handout13 ,'42299',PDF,completed,1/02/22
1534,3590, Handout13 ,'42299'.,PDF,viewed,1/02/22
1535,3590, Handout 14,'43550'.,PDF,viewed,1/02/22
1537,3711, Handout 9,'39915'.,PDF,viewed,1/02/22
1538,3493, Handout 8 - Functions,'39914'.,PDF,viewed,1/02/22
1540,3664, Handout 5 - Flowcharts,'37315'.,PDF,viewed,1/02/22
1542,3500, Handout 11 ,'40817'.,PDF,viewed,1/02/22
1543,3515, Handout 11 ,'40817'.,PDF,viewed,1/02/22
1544,3515, Handout 11 ,'40817'.,PDF,viewed,1/02/22
1545,3515, Handout 11 ,'40817'.,PDF,viewed,1/02/22
1546,3500, Handout 10 Modules,'39916'.,PDF,viewed,1/02/22
1547,3500, Handout 10 Modules,'39916'.,PDF,viewed,1/02/22
1548,3500, Handout 10 Modules,'39916'.,PDF,viewed,1/02/22
1549,3500, Handout 9,'39915'.,PDF,viewed,1/02/22
1550,3500, Handout 8 - Functions,'39914'.,PDF,viewed,1/02/22
1551,3768, Handout13 ,'42299'.,PDF,viewed,1/02/22
1553,3500, Handout 8 - Functions,'39914'.,PDF,viewed,1/02/22
1555,3802, Handout 14,'43550'.,PDF,viewed,1/02/22
1557,3802, Handout 14,'43550'.,PDF,viewed,1/02/22
1558,3500, Handout 7,'38179'.,PDF,viewed,1/02/22
1559,3500, Handout 6,'38178'.,PDF,viewed,1/02/22
1560,3711, Handout 8 - Functions,'39914'.,PDF,viewed,1/02/22
1561,3711, Handout 9,'39915'.,PDF,viewed,1/02/22
1562,3500, Handout 5 - Flowcharts,'37315'.,PDF,viewed,1/02/22
1563,3500, Handout4 PythonProgramming2,'35326'.,PDF,viewed,1/02/22
1564,3500, Handout 3,'33245'.,PDF,viewed,1/02/22
1566,3500, Handout 3,'33245'.,PDF,viewed,1/02/22
1568,3500, Handout 3,'33245'.,PDF,viewed,1/02/22
1569,3500, Handout 3,'33245'.,PDF,viewed,1/02/22
1570,3500, Handout 2,'33244'.,PDF,viewed,1/02/22
1571,3664, Handout 14,'43550'.,PDF,viewed,1/02/22
1572,3460, Handout 5 - Flowcharts,'37315'.,PDF,viewed,1/02/22
1573,3460, Handout 6,'38178'.,PDF,viewed,1/02/22
1574,3664, Handout13 ,'42299'.,PDF,viewed,1/02/22
1575,3778, Handout 1,'33243'.,PDF,viewed,1/02/22
1576,3667, Handout 14,'43550'.,PDF,viewed,1/02/22
1580,3667, Handout 8 - Functions,'39914'.,PDF,viewed,1/02/22
1581,3667, Handout 9,'39915'.,PDF,viewed,1/02/22
1582,3667, Handout 10 Modules,'39916'.,PDF,viewed,1/02/22
1583,3667, Handout 11 ,'40817'.,PDF,viewed,1/02/22
1585,3667, Handout13 ,'42299'.,PDF,viewed,1/02/22
1592,3802, Handout 1,'33243'.,PDF,viewed,1/02/22
1594,3802, Handout 14,'43550'.,PDF,viewed,1/02/22
1598,3708, Lecture 16,'43542',Video,completed,1/02/22
1599,3708, Handout 14,'43550',PDF,completed,1/02/22
1601,3708, Lecture 17,'44653',Video,completed,1/02/22
1603,3802, Handout13 ,'42299'.,PDF,viewed,1/02/22
1605,3687, Handout 14,'43550'.,PDF,viewed,1/02/22
1606,3932, Handout 14,'43550'.,PDF,viewed,1/02/22
1607,3932, Handout13 ,'42299',PDF,completed,1/02/22
1608,3932, Handout13 ,'42299',PDF,completed,1/02/22
1609,3932, Handout13 ,'42299'.,PDF,viewed,1/02/22
1610,3932, Handout 12,'41471'.,PDF,viewed,1/02/22
1611,3460, Handout 6,'38178'.,PDF,viewed,1/02/22
1612,3711, Handout 12,'41471'.,PDF,viewed,1/02/22
1613,3806, Lecture 4,'36184',Video,completed,1/02/22
1615,3617, Handout 14,'43550'.,PDF,viewed,1/02/22
1616,3617, Handout13 ,'42299',PDF,completed,1/02/22
1617,3617, Handout13 ,'42299',PDF,completed,1/02/22
1618,3617, Handout13 ,'42299'.,PDF,viewed,1/02/22
1619,3396, Handout 12,'41471'.,PDF,viewed,1/02/22
1620,3396, Handout 12,'41471'.,PDF,viewed,1/02/22
1622,3746, Handout 10 Modules,'39916'.,PDF,viewed,1/02/22
1623,3396, Handout 11 ,'40817'.,PDF,viewed,1/02/22
1624,3396, Handout 11 ,'40817'.,PDF,viewed,1/02/22
1625,3396, Handout 10 Modules,'39916'.,PDF,viewed,1/02/22
1626,3396, Handout 10 Modules,'39916'.,PDF,viewed,1/02/22
1627,3819, Handout 12,'41471'.,PDF,viewed,1/02/22
1628,3819, Handout 11 ,'40817'.,PDF,viewed,1/02/22
1629,3819, Handout 10 Modules,'39916'.,PDF,viewed,1/02/22
1630,3819, Handout 9,'39915'.,PDF,viewed,1/02/22
1631,3819, Handout 8 - Functions,'39914'.,PDF,viewed,1/02/22
1632,3819, Handout 7,'38179'.,PDF,viewed,1/02/22
1633,3819, Handout 10 Modules,'39916'.,PDF,viewed,1/02/22
1634,3493, Handout 7,'38179'.,PDF,viewed,1/02/22
1636,3590, Lecture 8,'39913',Video,completed,1/02/22
1637,3629, Handout 12,'41471'.,PDF,viewed,1/02/22
1638,3629, Handout 12,'41471'.,PDF,viewed,1/02/22
1644,3759, Handout 14,'43550'.,PDF,viewed,1/02/22
1649,3759, Handout13 ,'42299'.,PDF,viewed,1/02/22
1651,3424, Handout 2,'33244'.,PDF,viewed,1/02/22
1653,3826, Handout 12,'41471'.,PDF,viewed,1/02/22
1654,3792, Handout13 ,'42299'.,PDF,viewed,1/02/22
1657,3904, Handout 14,'43550'.,PDF,viewed,1/02/22
1658,3580, Handout 12,'41471'.,PDF,viewed,1/02/22
1659,3493, Handout 6,'38178'.,PDF,viewed,1/02/22
1660,3493, Handout 5 - Flowcharts,'37315'.,PDF,viewed,1/02/22
1661,3493, Handout 5 - Flowcharts,'37315'.,PDF,viewed,1/02/22
1662,3819, Handout 14,'43550'.,PDF,viewed,1/02/22
1665,3759, Handout 12,'41471'.,PDF,viewed,1/02/22
1666,3759, Handout 12,'41471'.,PDF,viewed,1/02/22
1667,3759, Handout 11 ,'40817'.,PDF,viewed,1/02/22
1668,3429, Handout 1,'33243'.,PDF,viewed,1/02/22
1670,3776, Handout13 ,'42299'.,PDF,viewed,1/02/22
1671,3419, Handout 14,'43550'.,PDF,viewed,1/02/22
1672,3419, Handout 14,'43550'.,PDF,viewed,1/02/22
1673,3419, Handout13 ,'42299'.,PDF,viewed,1/02/22
1674,3419, Handout13 ,'42299'.,PDF,viewed,1/02/22
1675,3419, Handout 12,'41471'.,PDF,viewed,1/02/22
1676,3419, Handout 12,'41471'.,PDF,viewed,1/02/22
1677,3419, Handout 8 - Functions,'39914'.,PDF,viewed,1/02/22
1678,3419, Handout 8 - Functions,'39914'.,PDF,viewed,1/02/22
1679,3419, Handout 8 - Functions,'39914'.,PDF,viewed,1/02/22
1680,3419, Handout 8 - Functions,'39914'.,PDF,viewed,1/02/22
1681,3419, Handout 7,'38179'.,PDF,viewed,1/02/22
1682,3712, Handout 14,'43550'.,PDF,viewed,1/02/22
1683,3712, Handout13 ,'42299',PDF,completed,1/02/22
1684,3712, Handout13 ,'42299',PDF,completed,1/02/22
1685,3712, Handout13 ,'42299'.,PDF,viewed,1/02/22
1686,3483, Handout13 ,'42299'.,PDF,viewed,1/02/22
1687,3393, Handout 14,'43550'.,PDF,viewed,1/02/22
1688,3393, Handout13 ,'42299'.,PDF,viewed,1/02/22
1689,3393, Handout 12,'41471'.,PDF,viewed,1/02/22
1690,3443, Handout 9,'39915'.,PDF,viewed,1/02/22
1691,3443, Handout 9,'39915'.,PDF,viewed,1/02/22
1692,3393, Handout 10 Modules,'39916'.,PDF,viewed,1/02/22
1693,3393, Handout 9,'39915'.,PDF,viewed,1/02/22
1694,3393, Handout 8 - Functions,'39914'.,PDF,viewed,1/02/22
1695,3777, Handout 12,'41471'.,PDF,viewed,1/02/22
1696,3756, Handout 14,'43550'.,PDF,viewed,1/02/22
1697,3756, Handout 14,'43550'.,PDF,viewed,1/02/22
1698,3759, Handout 10 Modules,'39916'.,PDF,viewed,1/02/22
1699,3759, Handout 9,'39915'.,PDF,viewed,1/02/22
1700,3759, Handout 8 - Functions,'39914'.,PDF,viewed,1/02/22
1701,3385, Handout 12,'41471'.,PDF,viewed,1/02/22
1702,3385, Handout 11 ,'40817'.,PDF,viewed,1/02/22
1703,3385, Handout 10 Modules,'39916'.,PDF,viewed,1/02/22
1704,3385, Handout 8 - Functions,'39914'.,PDF,viewed,1/02/22
1705,3385, Handout 7,'38179'.,PDF,viewed,1/02/22
1706,3385, Handout 6,'38178'.,PDF,viewed,1/02/22
1707,3385, Handout 2,'33244'.,PDF,viewed,1/02/22
1708,3776, Handout 12,'41471'.,PDF,viewed,1/02/22
1709,3546, Handout 9,'39915'.,PDF,viewed,1/02/22
1712,3759, Handout 7,'38179'.,PDF,viewed,1/02/22
1713,3829, Handout 12,'41471'.,PDF,viewed,1/02/22
1714,3659, Handout13 ,'42299'.,PDF,viewed,1/02/22
1715,3493, Handout4 PythonProgramming2,'35326'.,PDF,viewed,1/02/22
1718,3626, Handout13 ,'42299'.,PDF,viewed,1/02/22
1719,3626, Handout 14,'43550'.,PDF,viewed,1/02/22
1720,3699, Handout13 ,'42299',PDF,completed,1/02/22
1721,3699, Handout13 ,'42299',PDF,completed,1/02/22
1722,3699, Handout13 ,'42299'.,PDF,viewed,1/02/22
1723,3699, Handout 11 ,'40817'.,PDF,viewed,1/02/22
1724,3699, Handout 7,'38179'.,PDF,viewed,1/02/22
1725,3699, Handout 6,'38178'.,PDF,viewed,1/02/22
1726,3699, Handout 5 - Flowcharts,'37315'.,PDF,viewed,1/02/22
1727,3699, Handout4 PythonProgramming2,'35326',PDF,completed,1/02/22
1728,3699, Handout4 PythonProgramming2,'35326'.,PDF,viewed,1/02/22
1729,3699, Handout 3,'33245'.,PDF,viewed,1/02/22
1730,3699, Handout 2,'33244'.,PDF,viewed,1/02/22
1731,3699, Handout 1,'33243'.,PDF,viewed,1/02/22
1732,3699, Handout 3,'33245'.,PDF,viewed,1/02/22
1733,3551, Handout 9,'39915'.,PDF,viewed,1/02/22
1734,3713, Handout 14,'43550'.,PDF,viewed,1/02/22
1735,3713, Handout13 ,'42299',PDF,completed,1/02/22
1736,3713, Handout13 ,'42299',PDF,completed,1/02/22
1737,3713, Handout13 ,'42299'.,PDF,viewed,1/02/22
1740,3777, Handout4 PythonProgramming2,'35326'.,PDF,viewed,1/02/22
1742,3759, Handout 5 - Flowcharts,'37315'.,PDF,viewed,1/02/22
1745,3775, Handout 12,'41471'.,PDF,viewed,1/02/22
1746,3775, Handout13 ,'42299'.,PDF,viewed,1/02/22
1747,3775, Handout 14,'43550'.,PDF,viewed,1/02/22
1749,3563, Handout 14,'43550'.,PDF,viewed,1/02/22
1750,3563, Handout13 ,'42299'.,PDF,viewed,1/02/22
1751,3745, Handout 2,'33244'.,PDF,viewed,1/02/22
1753,3585, Handout4 PythonProgramming2,'35326'.,PDF,viewed,1/02/22
1755,3492, Handout 5 - Flowcharts,'37315'.,PDF,viewed,1/02/22
1757,3460, Handout 5 - Flowcharts,'37315'.,PDF,viewed,1/02/22
1764,3759, Handout4 PythonProgramming2,'35326'.,PDF,viewed,1/02/22
1765,3655, Handout 11 ,'40817'.,PDF,viewed,1/02/22
1766,3813, Handout 6,'38178'.,PDF,viewed,1/02/22
1767,3512, Handout 12,'41471'.,PDF,viewed,1/02/22
1768,3825, Handout 1,'33243'.,PDF,viewed,1/02/22
1772,3768, Handout 14,'43550'.,PDF,viewed,1/02/22
1773,3768, Handout 12,'41471'.,PDF,viewed,1/02/22
1774,3422, Handout 12,'41471'.,PDF,viewed,1/02/22
1775,3768, Handout 11 ,'40817'.,PDF,viewed,1/02/22
1776,3768, Handout 10 Modules,'39916'.,PDF,viewed,1/02/22
1777,3768, Handout 9,'39915'.,PDF,viewed,1/02/22
1778,3768, Handout 8 - Functions,'39914'.,PDF,viewed,1/02/22
1779,3759, Handout 3,'33245'.,PDF,viewed,1/02/22
1780,3759, Handout 2,'33244'.,PDF,viewed,1/02/22
1782,3897, Lecture 17,'44653',Video,completed,1/02/22
1783,3897, Lecture 16,'43542',Video,completed,1/02/22
1784,3897, Lecture 15,'43004',Video,completed,1/02/22
1785,3897, Lecture 14,'42279',Video,completed,1/02/22
1786,3897, Lecture 8,'39913',Video,completed,1/02/22
1787,3897, Lecture 7,'38519',Video,completed,1/02/22
1788,3897, Lecture 6 ,'38177',Video,completed,1/02/22
1789,3897, Lecture 4,'36184',Video,completed,1/02/22
1790,3897, Lecture 3,'35332',Video,completed,1/02/22
1791,3897, Lecture Materials ,'34050',Other,completed,1/02/22
1792,3897, Handout 3,'33245',PDF,completed,1/02/22
1793,3897, Handout 2,'33244',PDF,completed,1/02/22
1794,3897, Lecture 2,'33127',Video,completed,1/02/22
1795,3897, Lecture 1,'32094',Video,completed,1/02/22
1798,3776, Handout 11 ,'40817'.,PDF,viewed,1/02/22
1800,3585, Handout 14,'43550'.,PDF,viewed,1/02/22
1802,3585, Handout13 ,'42299'.,PDF,viewed,1/02/22
1803,3585, Handout13 ,'42299',PDF,completed,1/02/22
1804,3585, Handout13 ,'42299',PDF,completed,1/02/22
1805,3585, Handout13 ,'42299'.,PDF,viewed,1/02/22
1806,3643, Handout 9,'39915'.,PDF,viewed,1/02/22
1807,3585, Handout 12,'41471'.,PDF,viewed,1/02/22
1808,3585, Handout 11 ,'40817'.,PDF,viewed,1/02/22
1809,3585, Handout 10 Modules,'39916'.,PDF,viewed,1/02/22
1810,3585, Handout 9,'39915'.,PDF,viewed,1/02/22
1811,3585, Handout 8 - Functions,'39914'.,PDF,viewed,1/02/22
1813,3585, Handout 8 - Functions,'39914'.,PDF,viewed,1/02/22
1815,3585, Handout 8 - Functions,'39914'.,PDF,viewed,1/02/22
1816,3585, Handout 7,'38179'.,PDF,viewed,1/02/22
1818,3585, Handout 6,'38178'.,PDF,viewed,1/02/22
1821,3585, Handout 5 - Flowcharts,'37315'.,PDF,viewed,1/02/22
1825,3828, Handout 8 - Functions,'39914'.,PDF,viewed,1/02/22
1826,3828, Handout 7,'38179'.,PDF,viewed,1/02/22
1827,3828, Handout 6,'38178'.,PDF,viewed,1/02/22
1828,3828, Handout 1,'33243'.,PDF,viewed,1/02/22
1829,3758, Handout 9,'39915'.,PDF,viewed,1/02/22
1830,3758, Handout 11 ,'40817'.,PDF,viewed,1/02/22
1831,3758, Handout 11 ,'40817'.,PDF,viewed,1/02/22
1832,3758, Handout 12,'41471'.,PDF,viewed,1/02/22
1833,3758, Handout 12,'41471'.,PDF,viewed,1/02/22
1834,3593, Handout 9,'39915'.,PDF,viewed,1/02/22
1835,3758, Handout13 ,'42299'.,PDF,viewed,1/02/22
1836,3758, Handout13 ,'42299',PDF,completed,1/02/22
1837,3758, Handout13 ,'42299',PDF,completed,1/02/22
1838,3758, Handout13 ,'42299'.,PDF,viewed,1/02/22
