,User_id,Material_name,Module_id,Type,Status,Date
18874,3436, Handout 11 ,'40817'.,PDF,viewed,7/09/21
18876,3696, Handout 2,'33244'.,PDF,viewed,7/09/21
18877,3696, Handout 1,'33243'.,PDF,viewed,7/09/21
18879,3388, Lecture 2,'33127',Video,completed,7/09/21
18882,3388, Lecture 2,'33127',Video,completed,7/09/21
18891,3696, Handout4 PythonProgramming2,'35326'.,PDF,viewed,7/09/21
18903,3626, Handout 11 ,'40817'.,PDF,viewed,7/09/21
18908,3404, Handout 12,'41471'.,PDF,viewed,7/09/21
18909,3404, Handout 11 ,'40817'.,PDF,viewed,7/09/21
18911,3404, Handout 8 - Functions,'39914'.,PDF,viewed,7/09/21
18929,3447, Handout 11 ,'40817'.,PDF,viewed,7/09/21
18930,3654, Handout 11 ,'40817'.,PDF,viewed,7/09/21
18931,3654, Handout 10 Modules,'39916'.,PDF,viewed,7/09/21
18932,3654, Handout 9,'39915'.,PDF,viewed,7/09/21
18933,3654, Handout 8 - Functions,'39914'.,PDF,viewed,7/09/21
18934,3654, Handout 7,'38179'.,PDF,viewed,7/09/21
18936,3654, Handout 6,'38178'.,PDF,viewed,7/09/21
18937,3654, Handout 5 - Flowcharts,'37315'.,PDF,viewed,7/09/21
18938,3654, Handout4 PythonProgramming2,'35326'.,PDF,viewed,7/09/21
18940,3654, Handout 3,'33245'.,PDF,viewed,7/09/21
18941,3654, Handout 2,'33244'.,PDF,viewed,7/09/21
18942,3654, Handout 1,'33243'.,PDF,viewed,7/09/21
18945,3443, Handout 3,'33245'.,PDF,viewed,7/09/21
18947,3784, Handout 11 ,'40817'.,PDF,viewed,7/09/21
18950,3784, Handout 9,'39915'.,PDF,viewed,7/09/21
18952,3784, Handout 8 - Functions,'39914'.,PDF,viewed,7/09/21
18954,3784, Handout 7,'38179'.,PDF,viewed,7/09/21
18955,3784, Handout 6,'38178'.,PDF,viewed,7/09/21
18956,3784, Handout 5 - Flowcharts,'37315'.,PDF,viewed,7/09/21
18957,3784, Handout4 PythonProgramming2,'35326',PDF,completed,7/09/21
18958,3784, Handout4 PythonProgramming2,'35326',PDF,completed,7/09/21
18959,3784, Handout4 PythonProgramming2,'35326'.,PDF,viewed,7/09/21
18961,3784, Handout 1,'33243'.,PDF,viewed,7/09/21
18973,3480, Handout 11 ,'40817'.,PDF,viewed,7/09/21
18977,3512, Handout 7,'38179'.,PDF,viewed,7/09/21
18978,3512, Handout 8 - Functions,'39914'.,PDF,viewed,7/09/21
19003,3658, Handout 12,'41471'.,PDF,viewed,7/09/21
19004,3658, Handout 12,'41471'.,PDF,viewed,7/09/21
19005,3512, Handout 5 - Flowcharts,'37315'.,PDF,viewed,7/09/21
19010,3494, Handout 9,'39915'.,PDF,viewed,7/09/21
19011,3450, Handout 12,'41471'.,PDF,viewed,7/09/21
19028,3617, Handout4 PythonProgramming2,'35326'.,PDF,viewed,7/09/21
19033,3617, Handout 12,'41471'.,PDF,viewed,7/09/21
19034,3617, Handout 11 ,'40817'.,PDF,viewed,7/09/21
19035,3617, Handout 10 Modules,'39916'.,PDF,viewed,7/09/21
19037,3617, Handout 9,'39915'.,PDF,viewed,7/09/21
19038,3617, Handout 8 - Functions,'39914'.,PDF,viewed,7/09/21
19039,3551, Handout 10 Modules,'39916'.,PDF,viewed,7/09/21
19040,3617, Handout 7,'38179'.,PDF,viewed,7/09/21
19042,3617, Handout 6,'38178'.,PDF,viewed,7/09/21
19044,3551, Handout 12,'41471'.,PDF,viewed,7/09/21
19046,3617, Handout 5 - Flowcharts,'37315'.,PDF,viewed,7/09/21
19077,3818, Handout 12,'41471'.,PDF,viewed,7/09/21
19084,3626, Handout 10 Modules,'39916'.,PDF,viewed,7/09/21
19086,3626, Handout 12,'41471'.,PDF,viewed,7/09/21
19094,3902, Handout 11 ,'40817'.,PDF,viewed,7/09/21
19113,3611, Handout 7,'38179'.,PDF,viewed,7/09/21
19117,3611, Handout 7,'38179'.,PDF,viewed,7/09/21
19119,3830, Handout4 PythonProgramming2,'35326'.,PDF,viewed,7/09/21
19121,3611, Handout 6,'38178'.,PDF,viewed,7/09/21
19128,3830, Handout 12,'41471'.,PDF,viewed,7/09/21
19129,3830, Handout 11 ,'40817'.,PDF,viewed,7/09/21
19132,3830, Handout 10 Modules,'39916'.,PDF,viewed,7/09/21
19133,3830, Handout 9,'39915'.,PDF,viewed,7/09/21
19144,3830, Handout 5 - Flowcharts,'37315',PDF,completed,7/09/21
19145,3830, Handout 6,'38178',PDF,completed,7/09/21
19146,3412, Handout 12,'41471'.,PDF,viewed,7/09/21
19147,3830, Handout 6,'38178'.,PDF,viewed,7/09/21
19149,3830, Handout 5 - Flowcharts,'37315'.,PDF,viewed,7/09/21
19150,3830, Handout 2,'33244'.,PDF,viewed,7/09/21
19166,3391, Handout 11 ,'40817'.,PDF,viewed,7/09/21
19196,3537, Handout 11 ,'40817'.,PDF,viewed,7/09/21
19197,3830, Handout 1,'33243'.,PDF,viewed,7/09/21
19206,3552, Handout 11 ,'40817'.,PDF,viewed,7/09/21
19207,3392, Handout 12,'41471'.,PDF,viewed,7/09/21
19210,3552, Handout 12,'41471'.,PDF,viewed,7/09/21
19225,3480, Handout 10 Modules,'39916'.,PDF,viewed,7/09/21
19235,3480, Handout 10 Modules,'39916'.,PDF,viewed,7/09/21
19240,3899, Handout 12,'41471'.,PDF,viewed,7/09/21
19249,3556, Handout 3,'33245'.,PDF,viewed,7/09/21
19250,3573, Handout 2,'33244'.,PDF,viewed,7/09/21
19259,3490, Lecture 8,'39913',Video,completed,7/09/21
19260,3490, Lecture 8,'39913',Video,completed,7/09/21
19261,3490, Lab Materials ,'37338',Other,completed,7/09/21
19262,3490, Lecture Materials ,'37336',Other,completed,7/09/21
19267,3490, Handout 12,'41471'.,PDF,viewed,7/09/21
19271,3506, Handout 11 ,'40817'.,PDF,viewed,7/09/21
19272,3506, Handout 10 Modules,'39916'.,PDF,viewed,7/09/21
19273,3506, Handout 9,'39915'.,PDF,viewed,7/09/21
19274,3506, Handout 8 - Functions,'39914'.,PDF,viewed,7/09/21
19275,3506, Handout 7,'38179'.,PDF,viewed,7/09/21
19276,3506, Handout 7,'38179',PDF,completed,7/09/21
19280,3387, Handout 12,'41471'.,PDF,viewed,7/09/21
19282,3595, Handout 1,'33243'.,PDF,viewed,7/09/21
19283,3391, Handout 7,'38179'.,PDF,viewed,7/09/21
19284,3391, Handout 8 - Functions,'39914'.,PDF,viewed,7/09/21
19285,3480, Handout 9,'39915'.,PDF,viewed,7/09/21
19288,3559, Handout 12,'41471'.,PDF,viewed,7/09/21
19289,3559, Handout 11 ,'40817'.,PDF,viewed,7/09/21
19290,3567, Handout 11 ,'40817'.,PDF,viewed,7/09/21
19291,3559, Handout 11 ,'40817'.,PDF,viewed,7/09/21
19292,3559, Handout 1,'33243'.,PDF,viewed,7/09/21
19293,3687, Handout 8 - Functions,'39914'.,PDF,viewed,7/09/21
19294,3480, Handout 8 - Functions,'39914'.,PDF,viewed,7/09/21
19295,3483, Handout 11 ,'40817'.,PDF,viewed,7/09/21
19296,3512, Handout 2,'33244'.,PDF,viewed,7/09/21
19297,3556, Handout 3,'33245'.,PDF,viewed,7/09/21
19298,3512, Handout 3,'33245'.,PDF,viewed,7/09/21
19299,3385, Handout 7,'38179'.,PDF,viewed,7/09/21
19300,3385, Handout 8 - Functions,'39914'.,PDF,viewed,7/09/21
19301,3385, Handout 10 Modules,'39916'.,PDF,viewed,7/09/21
19302,3385, Handout 9,'39915'.,PDF,viewed,7/09/21
19303,3385, Handout 11 ,'40817'.,PDF,viewed,7/09/21
19304,3441, Handout 12,'41471'.,PDF,viewed,7/09/21
19305,3441, Handout 11 ,'40817'.,PDF,viewed,7/09/21
19306,3385, Handout 12,'41471'.,PDF,viewed,7/09/21
19307,3441, Handout 6,'38178'.,PDF,viewed,7/09/21
19308,3441, Handout 5 - Flowcharts,'37315'.,PDF,viewed,7/09/21
19309,3441, Handout4 PythonProgramming2,'35326'.,PDF,viewed,7/09/21
19310,3441, Handout 3,'33245'.,PDF,viewed,7/09/21
19311,3441, Handout 2,'33244'.,PDF,viewed,7/09/21
19312,3385, Handout 7,'38179'.,PDF,viewed,7/09/21
19313,3385, Handout 5 - Flowcharts,'37315'.,PDF,viewed,7/09/21
19314,3385, Handout 5 - Flowcharts,'37315'.,PDF,viewed,7/09/21
19315,3385, Handout 5 - Flowcharts,'37315'.,PDF,viewed,7/09/21
19316,3917, Handout 2,'33244'.,PDF,viewed,7/09/21
19324,3579, Handout 6,'38178'.,PDF,viewed,7/09/21
19325,3579, Handout 10 Modules,'39916'.,PDF,viewed,7/09/21
19326,3579, Handout 10 Modules,'39916'.,PDF,viewed,7/09/21
19327,3579, Handout 11 ,'40817'.,PDF,viewed,7/09/21
19328,3579, Handout 8 - Functions,'39914'.,PDF,viewed,7/09/21
19329,3579, Handout 6,'38178'.,PDF,viewed,7/09/21
19330,3579, Handout 6,'38178'.,PDF,viewed,7/09/21
19331,3480, Handout 7,'38179'.,PDF,viewed,7/09/21
19333,3763, Handout 9,'39915'.,PDF,viewed,7/09/21
19335,3512, Handout 5 - Flowcharts,'37315'.,PDF,viewed,7/09/21
19336,3512, Handout4 PythonProgramming2,'35326'.,PDF,viewed,7/09/21
19338,3801, Handout 12,'41471'.,PDF,viewed,7/09/21
19339,3801, Handout 11 ,'40817'.,PDF,viewed,7/09/21
19340,3801, Handout 11 ,'40817'.,PDF,viewed,7/09/21
19341,3801, Handout 10 Modules,'39916'.,PDF,viewed,7/09/21
19342,3801, Handout 10 Modules,'39916'.,PDF,viewed,7/09/21
19343,3801, Handout 9,'39915'.,PDF,viewed,7/09/21
19344,3801, Handout 9,'39915'.,PDF,viewed,7/09/21
19345,3801, Handout 8 - Functions,'39914'.,PDF,viewed,7/09/21
19346,3801, Handout 8 - Functions,'39914'.,PDF,viewed,7/09/21
19347,3480, Handout 6,'38178'.,PDF,viewed,7/09/21
19348,3480, Handout 6,'38178'.,PDF,viewed,7/09/21
19349,3801, Handout 7,'38179'.,PDF,viewed,7/09/21
19350,3801, Handout 7,'38179'.,PDF,viewed,7/09/21
19351,3801, Handout 6,'38178'.,PDF,viewed,7/09/21
19352,3801, Handout 6,'38178'.,PDF,viewed,7/09/21
19353,3801, Handout 5 - Flowcharts,'37315'.,PDF,viewed,7/09/21
19354,3801, Handout 5 - Flowcharts,'37315'.,PDF,viewed,7/09/21
19355,3801, Handout4 PythonProgramming2,'35326'.,PDF,viewed,7/09/21
19356,3801, Handout4 PythonProgramming2,'35326',PDF,completed,7/09/21
19357,3801, Handout4 PythonProgramming2,'35326'.,PDF,viewed,7/09/21
19358,3801, Handout 3,'33245'.,PDF,viewed,7/09/21
19359,3801, Handout 3,'33245'.,PDF,viewed,7/09/21
19360,3801, Handout 2,'33244'.,PDF,viewed,7/09/21
19361,3801, Handout 2,'33244'.,PDF,viewed,7/09/21
19362,3670, Handout 2,'33244'.,PDF,viewed,7/09/21
19363,3670, Handout 1,'33243'.,PDF,viewed,7/09/21
19364,3526, Handout4 PythonProgramming2,'35326',PDF,completed,7/09/21
19365,3526, Handout4 PythonProgramming2,'35326',PDF,completed,7/09/21
19366,3526, Handout4 PythonProgramming2,'35326'.,PDF,viewed,7/09/21
19368,3555, Handout 11 ,'40817'.,PDF,viewed,7/09/21
19369,3555, Handout 11 ,'40817'.,PDF,viewed,7/09/21
19371,3928, Handout4 PythonProgramming2,'35326'.,PDF,viewed,7/09/21
19372,3928, Handout 3,'33245'.,PDF,viewed,7/09/21
19373,3928, Handout4 PythonProgramming2,'35326'.,PDF,viewed,7/09/21
19374,3592, Dataset 1,'37349'.,Other,viewed,7/09/21
19375,3555, Handout4 PythonProgramming2,'35326'.,PDF,viewed,7/09/21
19379,3537, Handout 7,'38179'.,PDF,viewed,7/09/21
19380,3537, Handout 7,'38179'.,PDF,viewed,7/09/21
19381,3537, Handout 6,'38178'.,PDF,viewed,7/09/21
19382,3537, Handout 6,'38178'.,PDF,viewed,7/09/21
19383,3480, Handout 5 - Flowcharts,'37315'.,PDF,viewed,7/09/21
19384,3901, Handout 9,'39915'.,PDF,viewed,7/09/21
19385,3901, Handout 9,'39915'.,PDF,viewed,7/09/21
19386,3922, Handout4 PythonProgramming2,'35326',PDF,completed,7/09/21
19387,3922, Handout4 PythonProgramming2,'35326',PDF,completed,7/09/21
19388,3922, Handout4 PythonProgramming2,'35326'.,PDF,viewed,7/09/21
19390,3475, Handout 6,'38178'.,PDF,viewed,7/09/21
19391,3685, Handout4 PythonProgramming2,'35326',PDF,completed,7/09/21
19392,3685, Handout4 PythonProgramming2,'35326',PDF,completed,7/09/21
19393,3685, Handout4 PythonProgramming2,'35326'.,PDF,viewed,7/09/21
19394,3763, Handout 12,'41471'.,PDF,viewed,7/09/21
19395,3763, Handout 11 ,'40817'.,PDF,viewed,7/09/21
19396,3763, Handout 10 Modules,'39916'.,PDF,viewed,7/09/21
19397,3763, Handout 8 - Functions,'39914'.,PDF,viewed,7/09/21
19398,3763, Handout 7,'38179'.,PDF,viewed,7/09/21
19399,3763, Lecture 7,'38519',Video,completed,7/09/21
19400,3763, Handout 6,'38178'.,PDF,viewed,7/09/21
19401,3763, Handout 6,'38178',PDF,completed,7/09/21
19402,3763, Handout 5 - Flowcharts,'37315'.,PDF,viewed,7/09/21
19403,3763, Handout 5 - Flowcharts,'37315',PDF,completed,7/09/21
19404,3763, Handout4 PythonProgramming2,'35326'.,PDF,viewed,7/09/21
19405,3763, Handout 2,'33244'.,PDF,viewed,7/09/21
19406,3763, Handout 1,'33243'.,PDF,viewed,7/09/21
19407,3439, Lecture 5,'37313',Video,completed,7/09/21
19408,3439, Lecture 6 ,'38177',Video,completed,7/09/21
19411,3439, Handout 12,'41471'.,PDF,viewed,7/09/21
19412,3439, Handout 11 ,'40817'.,PDF,viewed,7/09/21
19413,3439, Handout 10 Modules,'39916'.,PDF,viewed,7/09/21
19414,3439, Handout 9,'39915'.,PDF,viewed,7/09/21
19415,3439, Handout 8 - Functions,'39914'.,PDF,viewed,7/09/21
19416,3439, Handout 6,'38178'.,PDF,viewed,7/09/21
19417,3439, Handout4 PythonProgramming2,'35326',PDF,completed,7/09/21
19418,3439, Handout4 PythonProgramming2,'35326'.,PDF,viewed,7/09/21
19419,3439, Handout 2,'33244'.,PDF,viewed,7/09/21
19420,3439, Handout 1,'33243'.,PDF,viewed,7/09/21
19421,3439, Handout 1,'33243'.,PDF,viewed,7/09/21
19422,3706, Handout 12,'41471'.,PDF,viewed,7/09/21
19424,3706, Handout 12,'41471'.,PDF,viewed,7/09/21
19425,3706, Handout 11 ,'40817'.,PDF,viewed,7/09/21
19426,3771, Handout 12,'41471'.,PDF,viewed,7/09/21
19427,3771, Handout 11 ,'40817'.,PDF,viewed,7/09/21
19428,3706, Handout 10 Modules,'39916'.,PDF,viewed,7/09/21
19429,3706, Handout 9,'39915'.,PDF,viewed,7/09/21
19430,3706, Handout 9,'39915'.,PDF,viewed,7/09/21
19431,3706, Handout 8 - Functions,'39914'.,PDF,viewed,7/09/21
19432,3706, Handout 8 - Functions,'39914'.,PDF,viewed,7/09/21
19433,3706, Handout 7,'38179'.,PDF,viewed,7/09/21
19434,3706, Handout 7,'38179'.,PDF,viewed,7/09/21
19435,3706, Handout 6,'38178'.,PDF,viewed,7/09/21
19436,3706, Handout 6,'38178'.,PDF,viewed,7/09/21
19437,3706, Handout 5 - Flowcharts,'37315'.,PDF,viewed,7/09/21
19440,3706, Handout 5 - Flowcharts,'37315'.,PDF,viewed,7/09/21
19441,3706, Handout4 PythonProgramming2,'35326'.,PDF,viewed,7/09/21
19442,3706, Handout4 PythonProgramming2,'35326'.,PDF,viewed,7/09/21
19443,3706, Handout4 PythonProgramming2,'35326'.,PDF,viewed,7/09/21
19444,3706, Handout4 PythonProgramming2,'35326'.,PDF,viewed,7/09/21
19445,3706, Handout 3,'33245'.,PDF,viewed,7/09/21
19446,3475, Handout4 PythonProgramming2,'35326'.,PDF,viewed,7/09/21
19447,3706, Handout4 PythonProgramming2,'35326'.,PDF,viewed,7/09/21
19448,3706, Handout 3,'33245'.,PDF,viewed,7/09/21
19449,3706, Handout 3,'33245'.,PDF,viewed,7/09/21
19450,3706, Handout 3,'33245'.,PDF,viewed,7/09/21
19451,3706, Handout 3,'33245'.,PDF,viewed,7/09/21
19452,3706, Handout 2,'33244'.,PDF,viewed,7/09/21
19453,3706, Handout 2,'33244'.,PDF,viewed,7/09/21
19454,3706, Handout 2,'33244'.,PDF,viewed,7/09/21
19455,3706, Handout 2,'33244'.,PDF,viewed,7/09/21
19456,3706, Handout 1,'33243'.,PDF,viewed,7/09/21
19457,3777, Handout 12,'41471'.,PDF,viewed,7/09/21
19458,3422, Handout 11 ,'40817'.,PDF,viewed,7/09/21
19459,3826, Handout 11 ,'40817'.,PDF,viewed,7/09/21
19460,3826, Handout 10 Modules,'39916'.,PDF,viewed,7/09/21
19463,3902, Handout 12,'41471'.,PDF,viewed,7/09/21
19464,3902, Handout 10 Modules,'39916'.,PDF,viewed,7/09/21
19465,3902, Handout 9,'39915'.,PDF,viewed,7/09/21
19466,3902, Handout 8 - Functions,'39914'.,PDF,viewed,7/09/21
19468,3474, Handout 3,'33245'.,PDF,viewed,7/09/21
19469,3481, Handout 12,'41471'.,PDF,viewed,7/09/21
19470,3497, Handout 10 Modules,'39916'.,PDF,viewed,7/09/21
19473,3497, Handout 9,'39915'.,PDF,viewed,7/09/21
19474,3497, Handout 8 - Functions,'39914'.,PDF,viewed,7/09/21
19475,3497, Handout 7,'38179'.,PDF,viewed,7/09/21
19476,3497, Handout 6,'38178'.,PDF,viewed,7/09/21
19477,3497, Handout 5 - Flowcharts,'37315'.,PDF,viewed,7/09/21
19478,3497, Handout4 PythonProgramming2,'35326',PDF,completed,7/09/21
19479,3497, Handout4 PythonProgramming2,'35326',PDF,completed,7/09/21
19480,3497, Handout4 PythonProgramming2,'35326'.,PDF,viewed,7/09/21
19481,3931, Handout 12,'41471'.,PDF,viewed,7/09/21
19482,3931, Handout 11 ,'40817'.,PDF,viewed,7/09/21
19483,3644, Handout 11 ,'40817'.,PDF,viewed,7/09/21
19485,3521, Handout 3,'33245'.,PDF,viewed,7/09/21
19486,3521, Handout 11 ,'40817'.,PDF,viewed,7/09/21
19487,3481, Handout 9,'39915'.,PDF,viewed,7/09/21
19488,3481, Handout 8 - Functions,'39914'.,PDF,viewed,7/09/21
19489,3481, Handout 7,'38179'.,PDF,viewed,7/09/21
19490,3481, Handout4 PythonProgramming2,'35326'.,PDF,viewed,7/09/21
19491,3481, Handout4 PythonProgramming2,'35326'.,PDF,viewed,7/09/21
19492,3481, Handout 3,'33245'.,PDF,viewed,7/09/21
19493,3481, Handout 2,'33244'.,PDF,viewed,7/09/21
19494,3481, Handout 10 Modules,'39916'.,PDF,viewed,7/09/21
19495,3481, Handout 11 ,'40817'.,PDF,viewed,7/09/21
19496,3481, Handout 11 ,'40817'.,PDF,viewed,7/09/21
19497,3441, Handout4 PythonProgramming2,'35326'.,PDF,viewed,7/09/21
19498,3441, Handout 3,'33245'.,PDF,viewed,7/09/21
19499,3481, Handout 12,'41471'.,PDF,viewed,7/09/21
19501,3494, Handout 8 - Functions,'39914'.,PDF,viewed,7/09/21
19502,3441, Handout 2,'33244'.,PDF,viewed,7/09/21
19503,3658, Handout 12,'41471'.,PDF,viewed,7/09/21
19504,3441, Handout 1,'33243'.,PDF,viewed,7/09/21
19505,3441, Handout4 PythonProgramming2,'35326'.,PDF,viewed,7/09/21
19506,3658, Handout 12,'41471'.,PDF,viewed,7/09/21
19507,3658, Handout 12,'41471'.,PDF,viewed,7/09/21
19509,3468, Handout 12,'41471'.,PDF,viewed,7/09/21
19510,3491, Handout 8 - Functions,'39914'.,PDF,viewed,7/09/21
19512,3491, Handout 9,'39915'.,PDF,viewed,7/09/21
19513,3491, Handout 10 Modules,'39916'.,PDF,viewed,7/09/21
19514,3491, Handout 11 ,'40817'.,PDF,viewed,7/09/21
19519,3414, Handout 12,'41471'.,PDF,viewed,7/09/21
19520,3414, Handout 11 ,'40817'.,PDF,viewed,7/09/21
19521,3414, Handout 10 Modules,'39916'.,PDF,viewed,7/09/21
19522,3414, Handout 9,'39915'.,PDF,viewed,7/09/21
19523,3414, Handout 8 - Functions,'39914'.,PDF,viewed,7/09/21
19524,3414, Handout 7,'38179'.,PDF,viewed,7/09/21
19525,3414, Handout 6,'38178'.,PDF,viewed,7/09/21
19526,3414, Handout 5 - Flowcharts,'37315'.,PDF,viewed,7/09/21
19527,3414, Handout4 PythonProgramming2,'35326',PDF,completed,7/09/21
19528,3414, Handout4 PythonProgramming2,'35326',PDF,completed,7/09/21
19529,3414, Handout4 PythonProgramming2,'35326'.,PDF,viewed,7/09/21
19530,3414, Handout 3,'33245'.,PDF,viewed,7/09/21
19533,3414, Handout 2,'33244'.,PDF,viewed,7/09/21
19534,3414, Handout 1,'33243'.,PDF,viewed,7/09/21
19535,3545, Handout 6,'38178',PDF,completed,7/09/21
19536,3545, Handout 5 - Flowcharts,'37315',PDF,completed,7/09/21
19537,3545, Handout 5 - Flowcharts,'37315'.,PDF,viewed,7/09/21
19538,3481, Handout4 PythonProgramming2,'35326',PDF,completed,7/09/21
19539,3481, Handout4 PythonProgramming2,'35326',PDF,completed,7/09/21
19540,3481, Handout4 PythonProgramming2,'35326'.,PDF,viewed,7/09/21
19541,3481, Handout 3,'33245',PDF,completed,7/09/21
19544,3800, Handout 12,'41471'.,PDF,viewed,7/09/21
19545,3800, Handout 11 ,'40817'.,PDF,viewed,7/09/21
19546,3800, Handout 10 Modules,'39916'.,PDF,viewed,7/09/21
19549,3800, Handout 9,'39915'.,PDF,viewed,7/09/21
19551,3800, Handout 8 - Functions,'39914'.,PDF,viewed,7/09/21
19552,3800, Handout 7,'38179'.,PDF,viewed,7/09/21
19553,3800, Handout 6,'38178',PDF,completed,7/09/21
19554,3800, Handout 6,'38178'.,PDF,viewed,7/09/21
19555,3800, Handout 5 - Flowcharts,'37315'.,PDF,viewed,7/09/21
19556,3800, Handout4 PythonProgramming2,'35326',PDF,completed,7/09/21
19557,3800, Handout4 PythonProgramming2,'35326'.,PDF,viewed,7/09/21
19558,3800, Handout 1,'33243'.,PDF,viewed,7/09/21
19559,3800, Handout 3,'33245'.,PDF,viewed,7/09/21
19560,3800, Handout 2,'33244',PDF,completed,7/09/21
19561,3800, Handout 2,'33244'.,PDF,viewed,7/09/21
19562,3800, Handout 1,'33243',PDF,completed,7/09/21
19564,3800, Handout 1,'33243'.,PDF,viewed,7/09/21
19567,3611, Handout 7,'38179'.,PDF,viewed,7/09/21
19570,3611, Handout 6,'38178'.,PDF,viewed,7/09/21
19571,3611, Handout 6,'38178'.,PDF,viewed,7/09/21
19572,3646, Handout 9,'39915'.,PDF,viewed,7/09/21
19574,3603, Handout 12,'41471'.,PDF,viewed,7/09/21
19575,3516, Handout 12,'41471'.,PDF,viewed,7/09/21
19576,3646, Handout 6,'38178'.,PDF,viewed,7/09/21
19577,3646, Handout 5 - Flowcharts,'37315'.,PDF,viewed,7/09/21
19578,3646, Handout4 PythonProgramming2,'35326'.,PDF,viewed,7/09/21
19579,3481, Handout 3,'33245'.,PDF,viewed,7/09/21
19580,3481, Handout 2,'33244',PDF,completed,7/09/21
19581,3576, Handout 12,'41471'.,PDF,viewed,7/09/21
19582,3576, Handout 9,'39915'.,PDF,viewed,7/09/21
19585,3576, Handout 8 - Functions,'39914'.,PDF,viewed,7/09/21
19586,3481, Handout 2,'33244'.,PDF,viewed,7/09/21
19587,3576, Handout 7,'38179'.,PDF,viewed,7/09/21
19588,3576, Handout 6,'38178'.,PDF,viewed,7/09/21
19589,3576, Handout 5 - Flowcharts,'37315'.,PDF,viewed,7/09/21
19590,3576, Handout4 PythonProgramming2,'35326',PDF,completed,7/09/21
19591,3576, Handout4 PythonProgramming2,'35326'.,PDF,viewed,7/09/21
19592,3611, Handout 5 - Flowcharts,'37315'.,PDF,viewed,7/09/21
19593,3555, Handout 2,'33244'.,PDF,viewed,7/09/21
19594,3555, Handout 2,'33244'.,PDF,viewed,7/09/21
19595,3762, Handout 10 Modules,'39916'.,PDF,viewed,7/09/21
19599,3555, Handout 1,'33243'.,PDF,viewed,7/09/21
19600,3555, Handout 1,'33243'.,PDF,viewed,7/09/21
19602,3611, Handout4 PythonProgramming2,'35326',PDF,completed,7/09/21
19603,3611, Handout4 PythonProgramming2,'35326'.,PDF,viewed,7/09/21
19604,3904, Handout 12,'41471'.,PDF,viewed,7/09/21
19605,3611, Handout 3,'33245'.,PDF,viewed,7/09/21
19606,3611, Handout 2,'33244'.,PDF,viewed,7/09/21
19607,3611, Handout 1,'33243'.,PDF,viewed,7/09/21
19608,3514, Handout 12,'41471'.,PDF,viewed,7/09/21
19609,3514, Handout 11 ,'40817'.,PDF,viewed,7/09/21
19610,3514, Handout 10 Modules,'39916'.,PDF,viewed,7/09/21
19611,3514, Handout 9,'39915'.,PDF,viewed,7/09/21
19612,3514, Handout 8 - Functions,'39914'.,PDF,viewed,7/09/21
19613,3514, Handout 7,'38179'.,PDF,viewed,7/09/21
19614,3514, Handout 6,'38178'.,PDF,viewed,7/09/21
19616,3514, Handout 5 - Flowcharts,'37315'.,PDF,viewed,7/09/21
19617,3514, Handout4 PythonProgramming2,'35326',PDF,completed,7/09/21
19618,3514, Handout4 PythonProgramming2,'35326',PDF,completed,7/09/21
19619,3514, Handout4 PythonProgramming2,'35326'.,PDF,viewed,7/09/21
19621,3904, Handout 8 - Functions,'39914'.,PDF,viewed,7/09/21
19623,3904, Handout 6,'38178'.,PDF,viewed,7/09/21
19625,3904, Handout 5 - Flowcharts,'37315'.,PDF,viewed,7/09/21
19627,3904, Handout4 PythonProgramming2,'35326',PDF,completed,7/09/21
19628,3904, Handout4 PythonProgramming2,'35326'.,PDF,viewed,7/09/21
19629,3904, Handout 3,'33245'.,PDF,viewed,7/09/21
19630,3904, Handout 3,'33245'.,PDF,viewed,7/09/21
19631,3904, Handout 2,'33244'.,PDF,viewed,7/09/21
19632,3904, Handout 1,'33243'.,PDF,viewed,7/09/21
19636,3495, Handout 10 Modules,'39916'.,PDF,viewed,7/09/21
19637,3495, Handout 9,'39915'.,PDF,viewed,7/09/21
19638,3495, Handout 12,'41471'.,PDF,viewed,7/09/21
19639,3495, Handout 11 ,'40817'.,PDF,viewed,7/09/21
19640,3495, Handout 8 - Functions,'39914'.,PDF,viewed,7/09/21
19641,3495, Handout 6,'38178'.,PDF,viewed,7/09/21
19642,3495, Handout 5 - Flowcharts,'37315'.,PDF,viewed,7/09/21
19643,3495, Handout4 PythonProgramming2,'35326',PDF,completed,7/09/21
19644,3495, Handout4 PythonProgramming2,'35326'.,PDF,viewed,7/09/21
19645,3495, Handout 3,'33245'.,PDF,viewed,7/09/21
19646,3495, Handout 2,'33244'.,PDF,viewed,7/09/21
19647,3495, Handout 1,'33243'.,PDF,viewed,7/09/21
19648,3420, Handout 3,'33245'.,PDF,viewed,7/09/21
19649,3624, Handout 11 ,'40817'.,PDF,viewed,7/09/21
19650,3624, Handout 12,'41471'.,PDF,viewed,7/09/21
19652,3624, Handout 11 ,'40817'.,PDF,viewed,7/09/21
19653,3624, Handout 10 Modules,'39916'.,PDF,viewed,7/09/21
19654,3624, Handout 9,'39915'.,PDF,viewed,7/09/21
19655,3624, Handout 8 - Functions,'39914'.,PDF,viewed,7/09/21
19656,3624, Handout 7,'38179'.,PDF,viewed,7/09/21
19657,3624, Handout 6,'38178'.,PDF,viewed,7/09/21
19658,3624, Handout 5 - Flowcharts,'37315'.,PDF,viewed,7/09/21
19659,3624, Handout4 PythonProgramming2,'35326',PDF,completed,7/09/21
